dataset_id,split_family,policy,metric,unit_cols,n_units,observed,ci_low,ci_high
db10,db10_able_to_amputee,user_only,active_macro_f1,split_id|subject_id|session,15,0.08141828194123196,0.0654234728648836,0.09469834591762674
db10,db10_able_to_amputee,agency_margin_tau_0.02,active_risk_coverage_auc,split_id|subject_id|session,15,0.647607088751431,0.5893914461989948,0.7169672739019752
db10,db10_able_to_amputee,agency_margin_tau_0.05,active_risk_coverage_auc,split_id|subject_id|session,15,0.4747343310420105,0.3781978099715394,0.5829274262471995
db10,db10_able_to_amputee,agency_margin_tau_0.10,active_risk_coverage_auc,split_id|subject_id|session,15,0.3304040460394081,0.21233666355136013,0.4645204457784351
db10,db10_able_to_amputee,agency_margin_tau_0.15,active_risk_coverage_auc,split_id|subject_id|session,15,0.2746817244866848,0.15410728598740164,0.41886913631760875
db10,db10_able_to_amputee,agency_margin_tau_0.20,active_risk_coverage_auc,split_id|subject_id|session,15,0.2516113170917216,0.12711317476124565,0.4024375692493639
db10,db10_able_to_amputee,assist_only,active_risk_coverage_auc,split_id|subject_id|session,15,0.22297165968634983,0.0920314471428055,0.3829538586219438
db10,db10_able_to_amputee,confidence_blend_alpha_0.25,active_risk_coverage_auc,split_id|subject_id|session,15,0.3650534117283191,0.23997257839746852,0.5008808947433938
db10,db10_able_to_amputee,confidence_blend_alpha_0.50,active_risk_coverage_auc,split_id|subject_id|session,15,0.2369221280025743,0.10510891396071367,0.3942290955018118
db10,db10_able_to_amputee,confidence_blend_alpha_0.75,active_risk_coverage_auc,split_id|subject_id|session,15,0.2267400102651269,0.09548506510499917,0.3852298138162228
db10,db10_able_to_amputee,selective_prediction,active_risk_coverage_auc,split_id|subject_id|session,15,0.286449486320256,0.1622291997644339,0.43479956839441103
db10,db10_able_to_amputee,set_acsa_tau_0.02,active_risk_coverage_auc,split_id|subject_id|session,15,0.6544964540679072,0.598539190469926,0.7215932750572838
db10,db10_able_to_amputee,set_acsa_tau_0.05,active_risk_coverage_auc,split_id|subject_id|session,15,0.4788006900832372,0.38403660019616714,0.5858636853920173
db10,db10_able_to_amputee,set_acsa_tau_0.10,active_risk_coverage_auc,split_id|subject_id|session,15,0.3320175723920838,0.2143774175250515,0.46560713905983286
db10,db10_able_to_amputee,set_acsa_tau_0.15,active_risk_coverage_auc,split_id|subject_id|session,15,0.2751191542611457,0.15483202511108057,0.4192952848642309
db10,db10_able_to_amputee,set_acsa_tau_0.20,active_risk_coverage_auc,split_id|subject_id|session,15,0.25171779132548405,0.12729261956057902,0.4024523259034501
db10,db10_able_to_amputee,user_only,active_risk_coverage_auc,split_id|subject_id|session,15,0.8802043354559295,0.8613509996845835,0.8993821112036019
db10,db10_able_to_amputee,agency_margin_tau_0.02,balanced_accuracy,split_id|subject_id|session,15,0.17778643578643571,0.15531269841269835,0.19715187590187586
db10,db10_able_to_amputee,agency_margin_tau_0.05,balanced_accuracy,split_id|subject_id|session,15,0.28284559884559884,0.23781406926406923,0.3243744588744588
db10,db10_able_to_amputee,agency_margin_tau_0.10,balanced_accuracy,split_id|subject_id|session,15,0.4220750360750361,0.34937922077922073,0.4902321067821068
