split_family,policy,accuracy,macro_f1,active_macro_f1,balanced_accuracy,mean_ali,intervention_rate,risk_coverage_auc,active_risk_coverage_auc,ece,median_decision_time_ms,n,n_active
db10_amputee_loso,agency_margin_tau_0.02,0.3204126984126984,0.1698015731362927,0.16521827180673881,0.19275036075036078,0.0018074192945421832,0.17707936507936506,0.4482850132305237,0.6309472861361736,0.1770840184074161,600.0,63000,31500
db10_amputee_loso,plain_conf_threshold_matched_tau_0.02,0.28550793650793654,0.153490692525841,0.15237338166623665,0.17824819624819624,0.0038849493712589476,0.060571428571428575,0.6308761135657299,0.7079318974782998,0.12285212804714367,600.0,63000,31500
db10_amputee_loso,set_acsa_tau_0.05,0.3792063492063492,0.2891319076018803,0.3289574326431104,0.33076479076479076,0.008674550089819131,0.34139682539682537,0.4045518098938779,0.4405561181464849,0.1005755683516564,600.0,63000,31500
db10_amputee_loso,agency_margin_tau_0.05,0.39744444444444443,0.3034051492124357,0.3441205403490661,0.3407821067821068,0.010078051607530104,0.39299999999999996,0.391259056350788,0.4350404327524419,0.13211082951318298,600.0,63000,31500
db10_amputee_loso,plain_conf_threshold_matched_tau_0.05,0.4084761904761905,0.31032040758178975,0.3475569069377575,0.3476190476190476,0.01520982822263257,0.22361904761904763,0.40839947919064096,0.4243779548220008,0.11971434972491166,600.0,63000,31500
db10_amputee_loso,selective_prediction,0.4124814814814815,0.3180105370612036,0.358604524521845,0.3552996632996633,0.01639470128383018,0.24256613756613757,0.39809921449811014,0.4091305578461756,0.11905501294052613,600.0,189000,94500
db10_amputee_loso,plain_conf_threshold_matched_tau_0.10,0.5018253968253968,0.43088735374867543,0.5000226143274469,0.48438383838383836,0.027230789527116547,0.40512698412698417,0.3082702651570326,0.29841865103704385,0.11428710006331366,600.0,63000,31500
db10_amputee_loso,set_acsa_tau_0.10,0.5164285714285715,0.4433017262984094,0.5215386404514131,0.497948051948052,0.03041122290415936,0.6316984126984126,0.30213465653335864,0.3102443434505962,0.10575213910892191,600.0,63000,31500
db10_amputee_loso,agency_margin_tau_0.10,0.5251746031746032,0.4512558274280991,0.5305122034619252,0.5032784992784992,0.032067651592408895,0.6586190476190477,0.2999710562163272,0.3089858907230821,0.11595889974552524,600.0,63000,31500
db10_amputee_loso,plain_conf_threshold_matched_tau_0.15,0.5369365079365079,0.47568629328034384,0.5584871508475598,0.5357546897546898,0.033734224644598736,0.5005555555555555,0.2842581169275596,0.2711704441925095,0.10791689002512903,600.0,63000,31500
db10_amputee_loso,plain_conf_threshold_matched_tau_0.20,0.5485238095238095,0.4900011868338295,0.5764701153453734,0.5514978354978355,0.03602472825378971,0.5346825396825398,0.27856765676165623,0.2650690832720863,0.10605600300464027,600.0,63000,31500
db10_amputee_loso,confidence_blend_alpha_0.25,0.5981587301587301,0.5412451536569612,0.632248458976644,0.5952236652236652,0.042256393303075,0.7216666666666666,0.2938923512183181,0.3218352046164699,0.3867529198057516,600.0,63000,31500
db10_amputee_loso,set_acsa_tau_0.15,0.5779047619047619,0.5234194996428005,0.6205658747038459,0.5872034632034633,0.04554264756856526,0.7576190476190476,0.2750822661662944,0.2657901509774735,0.10299190726350936,600.0,63000,31500
db10_amputee_loso,agency_margin_tau_0.15,0.5801269841269842,0.5256763122743671,0.6230933469017084,0.5887503607503607,0.04620133639258805,0.7637936507936508,0.2748223635984288,0.2656374470859845,0.10466810772624066,600.0,63000,31500
db10_amputee_loso,set_acsa_tau_0.20,0.5994761904761905,0.5520848912496104,0.6572371649523883,0.6205800865800865,0.052360589543753076,0.7977142857142857,0.26730106783495716,0.25406284432175785,0.10080242672429195,600.0,63000,31500
db10_amputee_loso,agency_margin_tau_0.20,0.6,0.5526217802627449,0.6577344811517336,0.6209350649350649,0.05251276439079933,0.7986825396825397,0.26727162313795616,0.25405002545397254,0.10065295787443145,600.0,63000,31500
db10_amputee_loso,confidence_blend_alpha_0.50,0.6137619047619047,0.5677533312981631,0.6732395771051004,0.633982683982684,0.055038298765953356,0.8027619047619048,0.26445385639088426,0.26387213360375045,0.2882642907145104,600.0,63000,31500
db10_amputee_loso,confidence_blend_alpha_0.75,0.612936507936508,0.5694116132258028,0.6784129733626764,0.6393650793650794,0.056678797619897435,0.8129206349206349,0.2627425448866227,0.252666670061248,0.17791879198253005,600.0,63000,31500
db10_amputee_loso,assist_only,0.6124761904761905,0.5700610270776288,0.6805578113642629,0.6415930735930736,0.05735543866792582,0.8176190476190476,0.2631643486862674,0.24802399416405804,0.10376379916524699,600.0,63000,31500
db10_mixed_to_amputee,user_only,0.2927619047619048,0.11288181694748105,0.08804731009230614,0.13050216450216448,0.0,0.0,0.8054896365994911,0.8791562398712605,0.1956422261554425,600.0,63000,31500
db10_mixed_to_amputee,set_acsa_tau_0.02,0.3501746031746032,0.19028005406496543,0.1869452946916096,0.2153044733044733,0.001673730623351213,0.1553015873015873,0.43924398538947,0.5672839992482597,0.1211182405775675,600.0,63000,31500
db10_mixed_to_amputee,agency_margin_tau_0.02,0.37106349206349204,0.20330050426885135,0.1997176629680109,0.22528427128427128,0.0022094121300968916,0.21023809523809522,0.3926394329617588,0.5571355804662237,0.1827044924357874,600.0,63000,31500
db10_mixed_to_amputee,plain_conf_threshold_matched_tau_0.02,0.41439682539682543,0.26546213946597674,0.27030123781344584,0.28134487734487734,0.009302218746970953,0.13304761904761905,0.4335684044283314,0.49308900829628505,0.16792122128745282,600.0,63000,31500
db10_mixed_to_amputee,set_acsa_tau_0.05,0.4118253968253968,0.3354056681163823,0.39437646083818423,0.3882020202020202,0.01010657162728672,0.40623809523809523,0.3562924902536412,0.33905057561044294,0.09108344134024507,600.0,63000,31500
db10_mixed_to_amputee,agency_margin_tau_0.05,0.42817460317460315,0.35008652968069887,0.41041935292292314,0.3987330447330447,0.011413997934084395,0.45288888888888884,0.34531156702899085,0.3333535330505872,0.1345318647159531,600.0,63000,31500
db10_mixed_to_amputee,plain_conf_threshold_matched_tau_0.05,0.511063492063492,0.41149728012759285,0.45503566739386014,0.44421933621933624,0.01906470573792279,0.29403174603174603,0.2995052284199661,0.2939599535239513,0.15191018047309235,600.0,63000,31500
db10_mixed_to_amputee,selective_prediction,0.5082380952380953,0.4122769271212744,0.4585471432346706,0.4447359307359307,0.02011605243415201,0.3093492063492063,0.29945863068053724,0.2919897970369682,0.14834181667532087,600.0,189000,94500
db10_mixed_to_amputee,set_acsa_tau_0.10,0.5097936507936508,0.47507605967992983,0.576310835213913,0.546949494949495,0.024491516790800975,0.6053968253968254,0.28898956264576736,0.22495270608892567,0.08827972645766537,600.0,63000,31500
db10_mixed_to_amputee,agency_margin_tau_0.10,0.5168888888888888,0.4826424612812097,0.5851982894422993,0.5524213564213565,0.02582146097145228,0.6255873015873016,0.2874100529594194,0.223852758789158,0.09511360884855996,600.0,63000,31500
db10_mixed_to_amputee,plain_conf_threshold_matched_tau_0.10,0.559031746031746,0.4946060986717811,0.5720271654723817,0.5481875901875901,0.029277341327267167,0.45796825396825397,0.2540877535380138,0.2216126995295207,0.1273804450213424,600.0,63000,31500
db10_mixed_to_amputee,plain_conf_threshold_matched_tau_0.15,0.5788095238095238,0.5284043625202777,0.622760046345384,0.5932121212121212,0.03494533006282356,0.548936507936508,0.2406033072858629,0.20176748193552682,0.11020461005765349,600.0,63000,31500
