split_family,comparison_family,metric,policy_a,policy_b,unit_cols,n_units,estimate,ci_low,ci_high,p_value,beneficial,tau,policy_b_same_tau,n_audit_units,mean_abs_intervention_rate_gap,max_abs_intervention_rate_gap,exact_match_fraction,n_exact_match_units,mean_selected_threshold,min_selected_threshold,max_selected_threshold,mean_candidate_threshold_count,mean_max_attainable_intervention_rate,holm_rank,holm_n_tests,holm_threshold,holm_reject,beneficial_and_holm_significant
hyser_subject_logo,agency_vs_plain_conf_exact_budget,safe_episode_rate,agency_margin_tau_0.02,plain_conf_threshold_exact_budget_tau_0.02,split_id|subject_id|session|day,40,0.01539126914866118,0.012321159790848184,0.01855925119717622,0.0004997501249375312,True,0.02,plain_conf_threshold_matched_tau_0.02,40,0.0006448018945772111,0.0029411764705882353,0.475,19,0.6495102212209425,0.4699626639761713,0.8273620758915573,203.0,0.673039980226819,1,5,0.01,True,True
hyser_subject_logo,agency_vs_plain_conf_exact_budget,safe_episode_rate,agency_margin_tau_0.05,plain_conf_threshold_exact_budget_tau_0.05,split_id|subject_id|session|day,40,0.03492693582139385,0.030137011790429213,0.03971974938567539,0.0004997501249375312,True,0.05,plain_conf_threshold_matched_tau_0.05,40,0.0008202245356963465,0.0029702970297029695,0.4,16,0.5404147971035325,0.3967382351636186,0.7286999294712729,203.0,0.673039980226819,2,5,0.0125,True,True
hyser_subject_logo,agency_vs_plain_conf_exact_budget,safe_episode_rate,agency_margin_tau_0.10,plain_conf_threshold_exact_budget_tau_0.10,split_id|subject_id|session|day,40,0.05267138991653275,0.046431362758391624,0.05874526646828144,0.0004997501249375312,True,0.10,plain_conf_threshold_matched_tau_0.10,40,0.0008697340174679127,0.0029411764705882387,0.4,16,0.44137640207030593,0.33298217131513286,0.5734457667560073,203.0,0.673039980226819,3,5,0.016666666666666666,True,True
hyser_subject_logo,agency_vs_plain_conf_exact_budget,safe_episode_rate,agency_margin_tau_0.15,plain_conf_threshold_exact_budget_tau_0.15,split_id|subject_id|session|day,40,0.05788631999585061,0.050783578758260554,0.06554240993653168,0.0004997501249375312,True,0.15,plain_conf_threshold_matched_tau_0.15,40,0.0009686157012131566,0.0029850746268656678,0.3,12,0.386325381024288,0.29024264707931674,0.4636257086258861,203.0,0.673039980226819,4,5,0.025,True,True
hyser_subject_logo,agency_vs_plain_conf_exact_budget,safe_episode_rate,agency_margin_tau_0.20,plain_conf_threshold_exact_budget_tau_0.20,split_id|subject_id|session|day,40,0.05394402201979227,0.04638471789484296,0.062072003452115145,0.0004997501249375312,True,0.20,plain_conf_threshold_matched_tau_0.20,40,0.000964857366164355,0.003960396039603964,0.35,14,0.3554335374475636,0.274753538503586,0.44064464738253956,203.0,0.673039980226819,5,5,0.05,True,True
hyser_subject_logo,agency_vs_plain_conf_exact_budget,stable_safe_episode_rate,agency_margin_tau_0.02,plain_conf_threshold_exact_budget_tau_0.02,split_id|subject_id|session|day,40,0.006953101205163173,0.0048314320167283115,0.00906187522583867,0.0004997501249375312,True,0.02,plain_conf_threshold_matched_tau_0.02,40,0.0006448018945772111,0.0029411764705882353,0.475,19,0.6495102212209425,0.4699626639761713,0.8273620758915573,203.0,0.673039980226819,1,5,0.01,True,True
hyser_subject_logo,agency_vs_plain_conf_exact_budget,stable_safe_episode_rate,agency_margin_tau_0.05,plain_conf_threshold_exact_budget_tau_0.05,split_id|subject_id|session|day,40,0.014861409693898939,0.011984079080899275,0.017884603201081168,0.0004997501249375312,True,0.05,plain_conf_threshold_matched_tau_0.05,40,0.0008202245356963465,0.0029702970297029695,0.4,16,0.5404147971035325,0.3967382351636186,0.7286999294712729,203.0,0.673039980226819,2,5,0.0125,True,True
hyser_subject_logo,agency_vs_plain_conf_exact_budget,stable_safe_episode_rate,agency_margin_tau_0.10,plain_conf_threshold_exact_budget_tau_0.10,split_id|subject_id|session|day,40,0.018256081127507654,0.014239449578751128,0.022452433560745833,0.0004997501249375312,True,0.10,plain_conf_threshold_matched_tau_0.10,40,0.0008697340174679127,0.0029411764705882387,0.4,16,0.44137640207030593,0.33298217131513286,0.5734457667560073,203.0,0.673039980226819,3,5,0.016666666666666666,True,True
hyser_subject_logo,agency_vs_plain_conf_exact_budget,stable_safe_episode_rate,agency_margin_tau_0.15,plain_conf_threshold_exact_budget_tau_0.15,split_id|subject_id|session|day,40,0.01712906590151051,0.011747552630055818,0.022502097708637578,0.0004997501249375312,True,0.15,plain_conf_threshold_matched_tau_0.15,40,0.0009686157012131566,0.0029850746268656678,0.3,12,0.386325381024288,0.29024264707931674,0.4636257086258861,203.0,0.673039980226819,4,5,0.025,True,True
hyser_subject_logo,agency_vs_plain_conf_exact_budget,stable_safe_episode_rate,agency_margin_tau_0.20,plain_conf_threshold_exact_budget_tau_0.20,split_id|subject_id|session|day,40,0.012045224210846642,0.006324571381465549,0.017673351402738936,0.0004997501249375312,True,0.20,plain_conf_threshold_matched_tau_0.20,40,0.000964857366164355,0.003960396039603964,0.35,14,0.3554335374475636,0.274753538503586,0.44064464738253956,203.0,0.673039980226819,5,5,0.05,True,True
