split_family,comparison_family,metric,policy_a,policy_b,unit_cols,n_units,estimate,ci_low,ci_high,p_value,beneficial,tau,policy_b_same_tau,n_audit_units,mean_abs_intervention_rate_gap,max_abs_intervention_rate_gap,exact_match_fraction,n_exact_match_units,mean_selected_threshold,min_selected_threshold,max_selected_threshold,mean_candidate_threshold_count,mean_max_attainable_intervention_rate,holm_rank,holm_n_tests,holm_threshold,holm_reject,beneficial_and_holm_significant
db10_able_to_amputee,agency_vs_plain_conf_exact_budget,final_correct_rate,agency_margin_tau_0.05,plain_conf_threshold_exact_budget_tau_0.05,split_id|subject_id|session,15,-0.08825396825396827,-0.11968452380952382,-0.05809126984126987,0.0014992503748125937,False,0.05,plain_conf_threshold_matched_tau_0.05,15,0.0010793650793650762,0.0035714285714285587,0.13333333333333333,2,0.7533072289884378,0.6034504575823606,1.01,203.0,0.8055396825396826,5,5,0.05,True,False
db10_able_to_amputee,agency_vs_plain_conf_exact_budget,final_correct_rate,agency_margin_tau_0.10,plain_conf_threshold_exact_budget_tau_0.10,split_id|subject_id|session,15,-0.09706349206349207,-0.1262718253968254,-0.06753571428571431,0.0009995002498750624,False,0.10,plain_conf_threshold_matched_tau_0.10,15,0.0009841269841269799,0.0023809523809523725,0.13333333333333333,2,0.6142436749371977,0.4578679825574819,1.01,203.0,0.8055396825396826,1,5,0.01,True,False
db10_able_to_amputee,agency_vs_plain_conf_exact_budget,final_correct_rate,agency_margin_tau_0.15,plain_conf_threshold_exact_budget_tau_0.15,split_id|subject_id|session,15,-0.07634920634920635,-0.10127777777777777,-0.05372619047619049,0.0009995002498750624,False,0.15,plain_conf_threshold_matched_tau_0.15,15,0.0010158730158730108,0.002619047619047632,0.13333333333333333,2,0.5304671160585925,0.364768580928888,1.01,203.0,0.8055396825396826,2,5,0.0125,True,False
db10_able_to_amputee,agency_vs_plain_conf_exact_budget,final_correct_rate,agency_margin_tau_0.20,plain_conf_threshold_exact_budget_tau_0.20,split_id|subject_id|session,15,-0.0542857142857143,-0.07572023809523812,-0.036107142857142886,0.0009995002498750624,False,0.20,plain_conf_threshold_matched_tau_0.20,15,0.0011587301587301666,0.002142857142857224,0.06666666666666667,1,0.46807440020625735,0.29019894003064317,0.9216422696831044,203.0,0.8055396825396826,3,5,0.016666666666666666,True,False
db10_amputee_loso,agency_vs_plain_conf_exact_budget,safe_episode_rate,agency_margin_tau_0.02,plain_conf_threshold_exact_budget_tau_0.02,split_id|subject_id|session,15,0.23396825396825396,0.18134920634920632,0.28135714285714286,0.0009995002498750624,True,0.02,plain_conf_threshold_matched_tau_0.02,15,0.001380952380952385,0.005476190476190475,0.13333333333333333,2,0.7414526648471578,0.471934243845933,1.01,203.0,0.8176190476190476,3,5,0.016666666666666666,True,True
db10_amputee_loso,agency_vs_plain_conf_exact_budget,safe_episode_rate,agency_margin_tau_0.05,plain_conf_threshold_exact_budget_tau_0.05,split_id|subject_id|session,15,0.1857142857142857,0.1371369047619048,0.23119444444444442,0.0004997501249375312,True,0.05,plain_conf_threshold_matched_tau_0.05,15,0.0013650793650793604,0.003333333333333327,0.0,0,0.5951869011244159,0.43102893660406805,0.865197334195216,203.0,0.8176190476190476,1,5,0.01,True,True
db10_amputee_loso,agency_vs_plain_conf_exact_budget,safe_episode_rate,agency_margin_tau_0.10,plain_conf_threshold_exact_budget_tau_0.10,split_id|subject_id|session,15,0.07952380952380952,0.04642460317460319,0.11381547619047618,0.0004997501249375312,True,0.10,plain_conf_threshold_matched_tau_0.10,15,0.003142857142857151,0.028333333333333433,0.0,0,0.40908372731879966,0.14132664413225407,0.6131095737017374,203.0,0.8176190476190476,2,5,0.0125,True,True
db10_amputee_loso,agency_vs_plain_conf_exact_budget,safe_episode_rate,agency_margin_tau_0.15,plain_conf_threshold_exact_budget_tau_0.15,split_id|subject_id|session,15,0.025714285714285724,0.012301587301587313,0.040882936507936465,0.0014992503748125937,True,0.15,plain_conf_threshold_matched_tau_0.15,15,0.0010000000000000083,0.004047619047619078,0.2,3,0.3259510865795313,0.14132664413225407,0.4921987947470538,203.0,0.8176190476190476,4,5,0.025,True,True
db10_amputee_loso,agency_vs_plain_conf_exact_budget,safe_episode_rate,agency_margin_tau_0.20,plain_conf_threshold_exact_budget_tau_0.20,split_id|subject_id|session,15,0.008809523809523816,0.002936507936507948,0.01587301587301587,0.0074962518740629685,True,0.20,plain_conf_threshold_matched_tau_0.20,15,0.0012539682539682553,0.00642857142857145,0.26666666666666666,4,0.2725432570275518,0.14132664413225407,0.4120938176780353,203.0,0.8176190476190476,5,5,0.05,True,True
db10_amputee_loso,agency_vs_plain_conf_exact_budget,stable_safe_episode_rate,agency_margin_tau_0.02,plain_conf_threshold_exact_budget_tau_0.02,split_id|subject_id|session,15,0.09523809523809522,0.0729325396825397,0.11785714285714284,0.0009995002498750624,True,0.02,plain_conf_threshold_matched_tau_0.02,15,0.001380952380952385,0.005476190476190475,0.13333333333333333,2,0.7414526648471578,0.471934243845933,1.01,203.0,0.8176190476190476,1,5,0.01,True,True
db10_amputee_loso,agency_vs_plain_conf_exact_budget,stable_safe_episode_rate,agency_margin_tau_0.05,plain_conf_threshold_exact_budget_tau_0.05,split_id|subject_id|session,15,0.02777777777777777,0.004680555555555558,0.050874999999999976,0.047976011994003,True,0.05,plain_conf_threshold_matched_tau_0.05,15,0.0013650793650793604,0.003333333333333327,0.0,0,0.5951869011244159,0.43102893660406805,0.865197334195216,203.0,0.8176190476190476,4,5,0.025,False,False
db10_amputee_loso,agency_vs_plain_conf_exact_budget,stable_safe_episode_rate,agency_margin_tau_0.10,plain_conf_threshold_exact_budget_tau_0.10,split_id|subject_id|session,15,-0.012936507936507935,-0.02531746031746031,-0.0009503968253968331,0.07796101949025487,False,0.10,plain_conf_threshold_matched_tau_0.10,15,0.003142857142857151,0.028333333333333433,0.0,0,0.40908372731879966,0.14132664413225407,0.6131095737017374,203.0,0.8176190476190476,5,5,0.05,False,False
db10_amputee_loso,agency_vs_plain_conf_exact_budget,stable_safe_episode_rate,agency_margin_tau_0.15,plain_conf_threshold_exact_budget_tau_0.15,split_id|subject_id|session,15,-0.011111111111111094,-0.016507936507936492,-0.006190476190476176,0.0009995002498750624,False,0.15,plain_conf_threshold_matched_tau_0.15,15,0.0010000000000000083,0.004047619047619078,0.2,3,0.3259510865795313,0.14132664413225407,0.4921987947470538,203.0,0.8176190476190476,2,5,0.0125,True,False
db10_amputee_loso,agency_vs_plain_conf_exact_budget,stable_safe_episode_rate,agency_margin_tau_0.20,plain_conf_threshold_exact_budget_tau_0.20,split_id|subject_id|session,15,-0.006111111111111108,-0.010714285714285713,-0.0018253968253968344,0.02148925537231384,False,0.20,plain_conf_threshold_matched_tau_0.20,15,0.0012539682539682553,0.00642857142857145,0.26666666666666666,4,0.2725432570275518,0.14132664413225407,0.4120938176780353,203.0,0.8176190476190476,3,5,0.016666666666666666,False,False
db10_amputee_loso,agency_vs_plain_conf_exact_budget,final_correct_rate,agency_margin_tau_0.02,plain_conf_threshold_exact_budget_tau_0.02,split_id|subject_id|session,15,-0.03976190476190476,-0.05873412698412698,-0.023095238095238082,0.0009995002498750624,False,0.02,plain_conf_threshold_matched_tau_0.02,15,0.001380952380952385,0.005476190476190475,0.13333333333333333,2,0.7414526648471578,0.471934243845933,1.01,203.0,0.8176190476190476,1,5,0.01,True,False
db10_amputee_loso,agency_vs_plain_conf_exact_budget,final_correct_rate,agency_margin_tau_0.05,plain_conf_threshold_exact_budget_tau_0.05,split_id|subject_id|session,15,-0.08460317460317458,-0.10992261904761905,-0.0599186507936508,0.0009995002498750624,False,0.05,plain_conf_threshold_matched_tau_0.05,15,0.0013650793650793604,0.003333333333333327,0.0,0,0.5951869011244159,0.43102893660406805,0.865197334195216,203.0,0.8176190476190476,2,5,0.0125,True,False
db10_amputee_loso,agency_vs_plain_conf_exact_budget,final_correct_rate,agency_margin_tau_0.10,plain_conf_threshold_exact_budget_tau_0.10,split_id|subject_id|session,15,-0.05349206349206348,-0.07047619047619046,-0.03349007936507936,0.0014992503748125937,False,0.10,plain_conf_threshold_matched_tau_0.10,15,0.003142857142857151,0.028333333333333433,0.0,0,0.40908372731879966,0.14132664413225407,0.6131095737017374,203.0,0.8176190476190476,4,5,0.025,True,False
db10_amputee_loso,agency_vs_plain_conf_exact_budget,final_correct_rate,agency_margin_tau_0.15,plain_conf_threshold_exact_budget_tau_0.15,split_id|subject_id|session,15,-0.02206349206349205,-0.03134920634920634,-0.013095238095238071,0.0009995002498750624,False,0.15,plain_conf_threshold_matched_tau_0.15,15,0.0010000000000000083,0.004047619047619078,0.2,3,0.3259510865795313,0.14132664413225407,0.4921987947470538,203.0,0.8176190476190476,3,5,0.016666666666666666,True,False
db10_amputee_loso,agency_vs_plain_conf_exact_budget,final_correct_rate,agency_margin_tau_0.20,plain_conf_threshold_exact_budget_tau_0.20,split_id|subject_id|session,15,-0.009761904761904756,-0.016746031746031738,-0.003492063492063488,0.0069965017491254375,False,0.20,plain_conf_threshold_matched_tau_0.20,15,0.0012539682539682553,0.00642857142857145,0.26666666666666666,4,0.2725432570275518,0.14132664413225407,0.4120938176780353,203.0,0.8176190476190476,5,5,0.05,True,False
db10_amputee_loso,agency_vs_plain_conf_exact_budget,median_earliest_safe_s,agency_margin_tau_0.10,plain_conf_threshold_exact_budget_tau_0.10,split_id|subject_id|session,15,0.0,-0.04000000000000001,0.04000000000000001,1.0,False,0.10,plain_conf_threshold_matched_tau_0.10,15,0.003142857142857151,0.028333333333333433,0.0,0,0.40908372731879966,0.14132664413225407,0.6131095737017374,203.0,0.8176190476190476,1,3,0.016666666666666666,False,False
db10_amputee_loso,agency_vs_plain_conf_exact_budget,median_earliest_safe_s,agency_margin_tau_0.15,plain_conf_threshold_exact_budget_tau_0.15,split_id|subject_id|session,15,0.0,0.0,0.0,1.0,False,0.15,plain_conf_threshold_matched_tau_0.15,15,0.0010000000000000083,0.004047619047619078,0.2,3,0.3259510865795313,0.14132664413225407,0.4921987947470538,203.0,0.8176190476190476,2,3,0.025,False,False
db10_amputee_loso,agency_vs_plain_conf_exact_budget,median_earliest_safe_s,agency_margin_tau_0.20,plain_conf_threshold_exact_budget_tau_0.20,split_id|subject_id|session,15,0.0,0.0,0.0,1.0,False,0.20,plain_conf_threshold_matched_tau_0.20,15,0.0012539682539682553,0.00642857142857145,0.26666666666666666,4,0.2725432570275518,0.14132664413225407,0.4120938176780353,203.0,0.8176190476190476,3,3,0.05,False,False
