dataset_id,split_family,policy,safe_episode_rate,stable_safe_episode_rate,final_correct_rate,median_earliest_intervene_s,median_earliest_correct_s,median_earliest_safe_s,median_earliest_stable_safe_s
db10,db10_mixed_to_amputee,plain_conf_threshold_matched_tau_0.15,0.537063492063492,0.4516666666666667,0.5878571428571429,0.2,0.2,0.2,0.22666666666666668
db10,db10_mixed_to_amputee,plain_conf_threshold_matched_tau_0.20,0.5604761904761905,0.4708730158730159,0.5935714285714285,0.2,0.2,0.2,0.22666666666666668
db10,db10_mixed_to_amputee,selective_prediction,0.4801587301587302,0.22944444444444445,0.48119047619047617,0.2,0.2,0.2,0.3733333333333333
db10,db10_mixed_to_amputee,set_acsa_tau_0.02,0.29222222222222227,0.16023809523809524,0.3767460317460317,0.4142857142857143,0.26666666666666666,0.45,0.7428571428571429
db10,db10_mixed_to_amputee,set_acsa_tau_0.05,0.48579365079365083,0.2977777777777778,0.4226984126984127,0.29333333333333333,0.22666666666666668,0.3333333333333333,0.55
db10,db10_mixed_to_amputee,set_acsa_tau_0.10,0.5903968253968254,0.4216666666666667,0.5112698412698413,0.22666666666666666,0.2,0.22666666666666666,0.4
db10,db10_mixed_to_amputee,set_acsa_tau_0.15,0.6420634920634921,0.5126190476190476,0.5902380952380952,0.2,0.2,0.2,0.25333333333333335
db10,db10_mixed_to_amputee,set_acsa_tau_0.20,0.648015873015873,0.5379365079365079,0.6123809523809524,0.2,0.2,0.2,0.21333333333333335
db10,db10_mixed_to_amputee,user_only,0.0,0.0,0.3184920634920635,,0.3066666666666667,,

