tau,threshold,target_intervention_rate,matched_intervention_rate,intervention_rate_gap
0.02,0.7443116495491192,0.029853479853479855,0.029853479853479855,0.0
0.05,0.668854046782427,0.07051282051282051,0.07051282051282051,0.0
0.1,0.6068995525707603,0.12545787545787546,0.12545787545787546,0.0
0.15,0.5773184262167809,0.15993589743589742,0.15993589743589742,0.0
0.2,0.5586346381361551,0.18305860805860805,0.18305860805860805,0.0

